user,transaction_date,sales_amount,join_date,region
233,12/21/13,8.11,8/24/03,B
10,12/21/13,156.77,1/1/01,C
218,12/21/13,21.72,9/20/07,B
18,12/21/13,43.6,7/24/04,I
430,12/21/13,57.11,6/27/99,B
29,12/21/13,42.36,8/20/08,B
12,12/21/13,225.31,1/20/06,E
44,12/21/13,53.7,1/1/01,B
606,12/21/13,48.28,6/15/07,D
390,12/21/13,9.34,9/9/09,N
617,12/21/13,17.69,6/23/05,B
972,12/21/13,64.63,10/8/09,C
430,12/21/13,56.31,6/27/99,B
1178,12/21/13,53.2,10/9/11,B
390,12/21/13,50.36,9/9/09,N
390,12/21/13,6.43,9/9/09,N
215,12/21/13,162.95,6/1/04,B
172,12/21/13,69.59,7/12/08,L
94,12/21/13,23.69,3/21/08,C
911,12/21/13,15.49,12/22/07,L
1474,12/21/13,67.54,9/21/04,B
545,12/21/13,34.34,12/16/09,M
738,12/21/13,69.55,6/11/11,C
4,12/21/13,283.01,7/28/11,B
1439,12/21/13,25.51,11/18/11,I
803,12/21/13,31.47,6/26/12,H
738,12/21/13,47.14,6/11/11,C
349,12/21/13,97.33,1/3/07,E
841,12/21/13,30.98,3/9/10,I
379,12/21/13,107.58,2/25/12,B
1636,12/21/13,136.56,6/12/13,I
898,12/21/13,149.21,7/17/13,D
927,12/21/13,69.35,3/4/13,B
540,12/21/13,38.62,10/21/11,B
1520,12/21/13,45.15,5/29/11,C
2439,12/21/13,64.05,3/26/11,I
379,12/21/13,25.93,2/25/12,B
1945,12/21/13,19.04,5/4/12,B
2866,12/21/13,25.33,7/4/13,G
2961,12/21/13,9.83,6/5/13,B
1037,12/21/13,124.98,7/15/12,E
3056,12/21/13,56.96,6/1/13,D
3090,12/21/13,33.65,8/21/13,P
898,12/21/13,8.29,7/17/13,D
1064,12/21/13,71.99,7/13/13,B
2949,12/21/13,124.37,7/1/13,D
3413,12/21/13,38.48,7/2/13,L
3485,12/21/13,32.93,6/29/13,F
1387,12/21/13,35.73,7/2/13,B
1411,12/21/13,15.31,12/15/12,B
1974,12/21/13,37.44,12/22/10,H
1745,12/21/13,493.67,6/6/13,O
629,12/21/13,25.81,7/2/13,N
2617,12/21/13,14.75,7/1/13,B
3881,12/21/13,38.31,6/16/13,F
3803,12/21/13,21.3,7/1/13,L
1714,12/21/13,100.66,12/24/11,A
3392,12/21/13,37.69,7/1/13,P
1959,12/21/13,35.65,6/6/13,D
3138,12/21/13,508.69,7/1/13,G
3238,12/21/13,28.39,7/1/13,Q
4121,12/21/13,24.25,8/1/13,C
2616,12/21/13,30.48,7/25/13,K
1656,12/21/13,16.39,7/1/13,G
3361,12/21/13,61.78,7/1/13,F
3216,12/21/13,35.86,8/1/13,B
4388,12/21/13,63.52,1/9/14,B
3732,12/21/13,45.49,9/2/13,D
4498,12/21/13,17.04,3/21/14,P
2744,12/21/13,6.47,7/2/13,M
4796,12/21/13,43.85,12/21/13,P
4533,12/21/13,40.75,12/3/13,C
4253,12/21/13,15.89,12/20/14,D
4928,12/21/13,11.88,12/3/13,P
4956,12/21/13,13.68,11/10/13,C
3711,12/21/13,12.37,3/21/14,T
3929,12/21/13,82.84,3/21/14,C
4807,12/21/13,103.27,3/21/14,H
3767,12/21/13,51.13,7/1/13,M
4625,12/21/13,27.83,9/17/13,H
5119,12/21/13,158.07,12/14/13,P
3242,12/21/13,49.61,3/21/14,I
2283,12/21/13,14.75,7/25/13,P
3649,12/21/13,28.25,11/19/13,C
2772,12/21/13,53.62,3/21/14,O
5092,12/21/13,89.5,11/4/13,O
4258,12/21/13,106.22,8/21/13,C
4388,12/21/13,16.39,1/9/14,B
4889,12/21/13,25.23,12/14/13,G
4230,12/21/13,55.72,7/2/13,G
5364,12/21/13,10.65,9/2/13,B
4974,12/21/13,42.69,8/21/13,B
5443,12/21/13,79.5,1/9/14,A
5374,12/21/13,99.52,1/9/14,H
5463,12/21/13,60.33,3/21/14,I
4064,12/21/13,13.93,9/2/13,H
4556,12/21/13,23.63,12/3/13,G
4910,12/21/13,62.04,11/8/13,G
4357,12/21/13,118.63,7/25/13,D
5463,12/21/13,102.29,3/21/14,I
4702,12/21/13,49.14,3/21/14,L
5702,12/21/13,25.4,12/21/13,A
4388,12/21/13,12.29,1/9/14,B
5058,12/21/13,61.63,12/14/14,A
5762,12/21/13,44.28,3/21/14,P
4037,12/21/13,9.16,7/2/13,M
5844,12/21/13,14.75,11/28/13,F
5887,12/21/13,8.11,12/21/13,O
4230,12/21/13,10.63,7/2/13,G
5463,12/21/13,55.48,3/21/14,I
5873,12/21/13,11.47,10/5/13,L
4956,12/21/13,46.99,11/10/13,C
4565,12/21/13,65.32,12/25/14,G
5035,12/21/13,133.42,3/21/14,H
4521,12/21/13,56.79,12/10/13,L
6127,12/21/13,56.14,1/9/14,G
4617,12/21/13,51.52,3/21/14,L
6189,12/21/13,126.01,12/21/13,S
4356,12/21/13,22.04,5/2/14,I
6353,12/21/13,25.55,4/13/13,M
5427,12/21/13,34.74,1/9/14,F
6929,12/21/13,22.04,12/21/13,C
6982,12/21/13,20.07,5/20/10,O
5269,12/21/13,4.18,10/5/13,S
4848,12/21/13,47.13,9/17/13,I
7087,12/21/13,26.22,12/21/13,I
6117,12/21/13,43.71,4/26/14,F
5698,12/21/13,4.25,10/23/13,K
7054,12/21/13,26.22,4/21/09,C
4411,12/21/13,42.2,12/21/13,A
6075,12/21/13,99.65,11/25/13,O
7240,12/21/13,45.8,2/15/13,I
6948,12/21/13,17.04,4/3/10,M
6582,12/21/13,137.29,4/14/05,I
5088,12/21/13,8.76,8/1/13,B
6455,12/21/13,26.22,1/9/14,G
4366,12/21/13,26.22,8/21/13,G
5274,12/21/13,19.66,1/2/06,B
4240,12/21/13,64.54,8/7/13,H
4356,12/21/13,170.68,5/2/14,I
4848,12/21/13,72.37,9/17/13,I
7700,12/21/13,46.67,11/28/04,E
4309,12/21/13,7.37,8/1/13,A
4600,12/21/13,178.1,12/19/13,I
5582,12/21/13,26.79,10/1/10,G
6078,12/21/13,20.15,3/21/14,C
3816,12/21/13,2.45,8/1/13,G
4248,12/21/13,110.71,3/21/14,S
7586,12/21/13,38.11,3/15/10,G
5421,12/21/13,37.3,12/8/13,I
8004,12/21/13,54.9,12/21/13,A
6260,12/21/13,10.8,10/23/07,O
4813,12/21/13,60.18,8/21/13,G
6612,12/21/13,27.86,10/30/10,I
7214,12/21/13,35.24,7/12/11,T
8859,12/21/13,46.88,6/18/09,C
8859,12/21/13,58.56,6/18/09,C
6846,12/21/13,68.84,2/4/15,I
6758,12/21/13,40.39,3/14/12,M
6260,12/21/13,11.62,10/23/07,O
8416,12/21/13,57.78,3/15/13,O
9204,12/21/13,69.25,3/28/13,I
9183,12/21/13,15.57,6/3/09,C
7047,12/21/13,19.66,11/5/07,C
7886,12/21/13,13.93,3/27/11,M
9143,12/21/13,29.83,11/30/10,I
6144,12/21/13,101.77,10/4/13,N
7618,12/21/13,30.14,4/5/07,C
7030,12/21/13,257.17,5/17/12,P
9688,12/21/13,75.15,5/2/11,G
9707,12/21/13,43.43,4/6/12,A
9888,12/21/13,29.9,11/12/08,D
6353,12/21/13,47.93,4/13/13,M
9936,12/21/13,23.83,8/2/06,Q
8053,12/21/13,20.32,10/16/12,I
25,12/22/13,44.93,1/1/01,B
100,12/22/13,4.51,9/26/10,E
96,12/22/13,34.75,1/11/08,M
331,12/22/13,16.05,6/21/99,B
303,12/22/13,13.85,1/1/01,B
201,12/22/13,30.06,4/27/06,C
631,12/22/13,40.74,9/14/01,B
631,12/22/13,6.97,9/14/01,B
529,12/22/13,21.25,1/1/01,B
156,12/22/13,43.68,6/17/02,B
753,12/22/13,35.34,10/30/09,N
191,12/22/13,11.39,1/1/01,B
37,12/22/13,16.23,1/1/01,B
52,12/22/13,10.2,9/29/04,B
191,12/22/13,223.56,1/1/01,B
630,12/22/13,11.45,3/20/10,I
123,12/22/13,38.62,10/25/02,B
1244,12/22/13,3.28,4/1/13,B
604,12/22/13,147.62,2/27/10,N
349,12/22/13,7.71,1/3/07,E
52,12/22/13,71.79,9/29/04,B
14,12/22/13,18.22,6/24/04,F
267,12/22/13,17.08,11/17/08,B
295,12/22/13,37.62,9/28/11,B
172,12/22/13,30.16,7/12/08,L
56,12/22/13,63.81,2/17/11,G
1537,12/22/13,16.39,10/12/09,E
1840,12/22/13,87.08,7/25/13,B
1449,12/22/13,39.87,4/7/13,C
1919,12/22/13,29.43,12/22/13,B
1626,12/22/13,74.62,8/4/12,D
535,12/22/13,62.46,1/14/06,M
1963,12/22/13,25.33,12/19/12,C
327,12/22/13,36,9/11/10,E
2125,12/22/13,38.44,2/1/03,B
392,12/22/13,26.97,7/15/11,I
270,12/22/13,30.43,2/3/10,C
641,12/22/13,22.69,10/20/12,C
2448,12/22/13,10.42,5/4/13,N
1460,12/22/13,11.31,11/15/99,B
2507,12/22/13,70.36,8/20/13,H
1846,12/22/13,100.79,5/30/13,I
2215,12/22/13,64.46,12/22/13,C
454,12/22/13,89.54,2/4/12,B
2605,12/22/13,34.03,12/4/03,B
302,12/22/13,59.54,4/17/12,J
2486,12/22/13,102.19,9/2/13,G
3158,12/22/13,31.07,9/10/11,N
2376,12/22/13,23.76,3/21/14,K
2705,12/22/13,48.17,7/1/13,C
2945,12/22/13,72.81,6/16/13,C
3392,12/22/13,10.57,7/1/13,P
2680,12/22/13,82.76,9/17/13,G
1961,12/22/13,53.68,6/6/13,G
2329,12/22/13,181.91,6/6/13,G
3722,12/22/13,97.19,7/1/13,S
1972,12/22/13,110.11,7/1/13,A
2163,12/22/13,45.25,3/21/14,C
2207,12/22/13,22.87,9/10/13,C
3842,12/22/13,13.11,3/21/14,M
1460,12/22/13,79.35,11/15/99,B
3942,12/22/13,50.36,12/22/13,B
4027,12/22/13,81.14,12/22/13,M
1307,12/22/13,43.43,8/21/13,G
3662,12/22/13,105.56,6/21/13,B
3950,12/22/13,43.82,7/2/13,H
3681,12/22/13,17.19,3/21/14,C
2626,12/22/13,58.35,7/1/13,C
3292,12/22/13,40.98,7/1/13,S
3842,12/22/13,36.88,3/21/14,M
2857,12/22/13,73.97,7/1/13,A
4377,12/22/13,16.39,8/21/13,L
2474,12/22/13,16.8,11/10/14,I
3323,12/22/13,38.42,3/21/14,K
4450,12/22/13,63.07,3/21/14,B
3601,12/22/13,9.83,7/25/13,D
2199,12/22/13,72.25,5/26/13,C
1307,12/22/13,43.47,8/21/13,G
3842,12/22/13,50.3,3/21/14,M
4177,12/22/13,16.13,7/1/13,M
3485,12/22/13,59.01,6/29/13,F
3016,12/22/13,42.11,9/2/13,L
3842,12/22/13,5.57,3/21/14,M
3392,12/22/13,66.28,7/1/13,P
3271,12/22/13,98.92,11/28/13,F
3038,12/22/13,51.99,6/14/13,C
2414,12/22/13,34.74,7/2/13,B
4041,12/22/13,71.46,6/22/13,P
1934,12/22/13,83.6,7/1/13,G
1592,12/22/13,69.92,7/1/13,R
4398,12/22/13,42.2,7/2/13,N
4850,12/22/13,53.92,11/28/13,G
4443,12/22/13,67.7,8/21/13,F
4839,12/22/13,12.69,3/21/14,I
4385,12/22/13,3.02,3/21/14,A
2772,12/22/13,70.14,3/21/14,O
4253,12/22/13,28.19,12/20/14,D
4449,12/22/13,19.74,12/18/13,G
3533,12/22/13,77.4,9/2/13,S
5306,12/22/13,61.67,3/21/14,H
5038,12/22/13,244.79,1/9/14,B
4720,12/22/13,27.51,11/8/14,G
2798,12/22/13,56.14,9/2/13,A
4965,12/22/13,8.34,11/28/13,U
5144,12/22/13,6.54,3/21/14,L
5127,12/22/13,19.66,9/2/13,P
5249,12/22/13,62.99,10/21/13,A
3271,12/22/13,60.89,11/28/13,F
4776,12/22/13,23.64,10/4/13,C
5491,12/22/13,89.93,10/15/13,C
5035,12/22/13,72.76,3/21/14,H
4987,12/22/13,45.48,11/24/13,D
5343,12/22/13,109.98,9/2/13,D
5401,12/22/13,10.57,10/4/13,C
4475,12/22/13,9.59,1/9/14,E
5401,12/22/13,33.99,10/4/13,C
5388,12/22/13,115.15,10/11/13,L
4971,12/22/13,8.19,1/9/14,G
4850,12/22/13,4.02,11/28/13,G
5065,12/22/13,57.66,7/25/13,S
5356,12/22/13,9.83,9/2/13,E
4385,12/22/13,85.07,3/21/14,A
6114,12/22/13,4.26,11/18/13,C
5900,12/22/13,17.51,10/31/13,D
4158,12/22/13,4.84,8/1/13,B
5038,12/22/13,10.65,1/9/14,B
5736,12/22/13,70.39,12/22/13,S
5503,12/22/13,18.68,1/9/14,B
5038,12/22/13,26.55,1/9/14,B
4139,12/22/13,50.44,11/12/14,G
5127,12/22/13,130.93,9/2/13,P
6372,12/22/13,17.04,12/22/13,D
6038,12/22/13,62.3,12/17/05,D
5035,12/22/13,17.04,3/21/14,H
3326,12/22/13,22.29,11/12/14,G
5038,12/22/13,22.12,1/9/14,B
6102,12/22/13,36.21,12/18/13,G
5038,12/22/13,4.84,1/9/14,B
6797,12/22/13,43.67,12/18/13,F
6582,12/22/13,2.74,4/14/05,I
6857,12/22/13,56.16,12/22/13,B
6863,12/22/13,52.78,11/19/14,I
6916,12/22/13,44.25,1/9/14,C
5038,12/22/13,2.59,1/9/14,B
3870,12/22/13,46.92,11/30/14,I
5499,12/22/13,16.3,11/28/13,D
5038,12/22/13,62.3,1/9/14,B
5953,12/22/13,5.98,3/13/11,H
5038,12/22/13,56.8,1/9/14,B
5254,12/22/13,38.36,9/17/13,H
7709,12/22/13,73.26,12/22/13,D
5658,12/22/13,8.43,6/26/13,F
6627,12/22/13,70.23,1/9/14,C
7813,12/22/13,15.4,1/9/14,B
7833,12/22/13,40.14,12/22/13,I
6354,12/22/13,20.07,7/2/13,C
7850,12/22/13,16.8,2/25/11,O
5038,12/22/13,73.01,1/9/14,B
7919,12/22/13,41.79,12/22/13,B
8136,12/22/13,57.69,8/12/10,L
7214,12/22/13,-8.61,7/12/11,T
8274,12/22/13,43.43,6/8/07,L
5940,12/22/13,10.65,1/9/14,B
7220,12/22/13,20.48,10/26/13,A
5038,12/22/13,37.21,1/9/14,B
8439,12/22/13,30.15,3/21/14,G
3868,12/22/13,11.47,3/21/14,D
7214,12/22/13,5.73,7/12/11,T
6313,12/22/13,54.1,10/18/12,P
8210,12/22/13,5.23,10/13/14,I
7949,12/22/13,7.37,2/3/13,P
6064,12/22/13,42.61,5/21/08,K
6353,12/22/13,56.05,4/13/13,M
7214,12/22/13,15.57,7/12/11,T
6353,12/22/13,16.3,4/13/13,M
7641,12/22/13,78.67,1/17/04,D
6382,12/22/13,14.9,9/25/03,S
8356,12/22/13,39.67,3/18/05,D
8271,12/22/13,29.41,7/30/07,G
7225,12/22/13,105,4/13/10,H
5038,12/22/13,28.26,1/9/14,B
6939,12/22/13,28.61,9/16/06,H
8510,12/22/13,16.38,2/4/13,D
8489,12/22/13,13.32,5/5/07,C
9228,12/22/13,11.47,10/11/10,M
6612,12/22/13,32.14,10/30/10,I
9341,12/22/13,12.21,12/1/12,I
6166,12/22/13,15.36,8/7/10,I
9502,12/22/13,38.42,8/3/06,H
7108,12/22/13,36.54,10/16/11,F
7477,12/22/13,31.13,5/5/15,A
8608,12/22/13,85.21,3/27/12,I
7214,12/22/13,32.44,7/12/11,T
6577,12/22/13,25.82,4/2/12,G
9818,12/22/13,72.45,11/25/09,F
5206,12/22/13,131.69,1/9/14,H
6354,12/22/13,50.97,7/2/13,C
108,12/23/13,16.31,1/1/01,B
204,12/23/13,57.3,9/17/02,C
260,12/23/13,61.39,12/18/02,O
76,12/23/13,22.3,12/17/04,B
65,12/23/13,44.18,5/10/07,C
140,12/23/13,67.13,1/15/09,M
331,12/23/13,3.2,6/21/99,B
138,12/23/13,154.49,8/19/03,H
224,12/23/13,69.1,4/7/06,F
583,12/23/13,47.46,11/7/09,D
611,12/23/13,32.66,10/20/09,D
543,12/23/13,99.09,12/29/09,B
10,12/23/13,35.34,1/1/01,C
331,12/23/13,68.56,6/21/99,B
18,12/23/13,20.14,7/24/04,I
253,12/23/13,44.18,8/1/09,B
16,12/23/13,11.88,1/1/01,B
673,12/23/13,54.46,7/24/99,B
331,12/23/13,39.26,6/21/99,B
934,12/23/13,35.28,12/23/10,B
468,12/23/13,11.39,8/10/06,F
468,12/23/13,13.03,8/10/06,F
203,12/23/13,5.66,2/25/11,B
629,12/23/13,11.06,7/2/13,N
1714,12/23/13,85.63,12/24/11,A
1759,12/23/13,35.16,12/1/12,C
1635,12/23/13,31.65,11/23/10,I
376,12/23/13,69.47,6/4/10,I
1696,12/23/13,65.11,11/4/11,M
1018,12/23/13,24.13,7/15/12,D
934,12/23/13,49.02,12/23/10,B
96,12/23/13,18.85,1/11/08,M
1886,12/23/13,12.82,10/16/10,D
934,12/23/13,6.48,12/23/10,B
1422,12/23/13,21.72,11/7/10,J
5,12/23/13,28.23,9/17/02,B
2413,12/23/13,61.01,3/24/15,G
1260,12/23/13,14.67,1/3/03,B
629,12/23/13,65.46,7/2/13,N
2438,12/23/13,21.72,12/19/13,N
2648,12/23/13,9.88,12/23/13,B
1765,12/23/13,14.67,7/17/12,B
1872,12/23/13,37.9,7/31/13,G
1380,12/23/13,105.69,4/20/12,B
336,12/23/13,46.54,5/28/10,N
1904,12/23/13,20.17,11/26/11,G
1258,12/23/13,9.43,11/11/11,B
2699,12/23/13,49.1,12/23/13,I
629,12/23/13,8.6,7/2/13,N
1693,12/23/13,79.91,6/5/13,S
227,12/23/13,55.11,8/26/11,B
629,12/23/13,9.67,7/2/13,N
3092,12/23/13,10.57,12/22/12,N
3135,12/23/13,66.03,12/23/13,D
3147,12/23/13,60.92,11/2/13,B
3309,12/23/13,24.25,6/24/13,L
3415,12/23/13,20.8,1/9/14,G
3591,12/23/13,19.85,8/20/13,A
1367,12/23/13,47.09,3/29/12,B
2238,12/23/13,26.05,7/1/13,C
3757,12/23/13,12.3,12/23/13,J
2676,12/23/13,30.57,8/21/13,L
1693,12/23/13,47.94,6/5/13,S
629,12/23/13,55.01,7/2/13,N
2008,12/23/13,25.24,12/16/13,B
4121,12/23/13,20.65,8/1/13,C
2363,12/23/13,38.52,11/28/13,K
3856,12/23/13,29.65,1/9/14,B
2186,12/23/13,71.38,6/6/13,O
4189,12/23/13,39.75,10/14/14,K
1581,12/23/13,110.62,7/1/13,L
4390,12/23/13,89.58,9/17/13,S
4421,12/23/13,13.91,3/21/14,O
2844,12/23/13,31.96,7/1/13,O
4460,12/23/13,94.35,7/25/13,G
4475,12/23/13,27.45,1/9/14,E
1694,12/23/13,163.75,7/1/13,B
2764,12/23/13,31.65,6/17/13,M
4553,12/23/13,55.49,10/17/13,G
3649,12/23/13,55.32,11/19/13,C
2270,12/23/13,25.82,7/1/13,H
1693,12/23/13,144.24,6/5/13,S
4610,12/23/13,50.8,12/23/13,I
4613,12/23/13,27.36,6/15/13,L
2844,12/23/13,13.28,7/1/13,O
3151,12/23/13,97.36,7/2/13,G
2297,12/23/13,48.34,7/2/13,N
2680,12/23/13,1.15,9/17/13,G
3649,12/23/13,47.18,11/19/13,C
2611,12/23/13,42.33,12/13/14,G
1986,12/23/13,150.54,7/2/13,B
4782,12/23/13,17.7,11/4/13,I
4737,12/23/13,8.72,3/21/14,C
4390,12/23/13,88.75,9/17/13,S
3657,12/23/13,50.47,3/21/14,P
3077,12/23/13,20.06,3/21/14,G
4390,12/23/13,26.63,9/17/13,S
4390,12/23/13,50.81,9/17/13,S
5038,12/23/13,53.8,1/9/14,B
4390,12/23/13,43.89,9/17/13,S
4390,12/23/13,4.91,9/17/13,S
3185,12/23/13,9.81,8/1/13,N
2471,12/23/13,79.66,8/21/13,O
4123,12/23/13,8.19,12/18/13,G
4742,12/23/13,30.32,11/28/13,C
5231,12/23/13,11.47,3/21/14,I
5183,12/23/13,41.38,12/23/13,A
4390,12/23/13,47.53,9/17/13,S
4390,12/23/13,19.78,9/17/13,S
3557,12/23/13,17.37,8/1/13,B
4390,12/23/13,62.2,9/17/13,S
5127,12/23/13,62.28,9/2/13,P
4307,12/23/13,54.41,12/3/13,O
4390,12/23/13,42.61,9/17/13,S
2176,12/23/13,17.04,7/1/13,M
4985,12/23/13,52.55,11/28/13,H
4621,12/23/13,44.66,11/12/14,G
5606,12/23/13,62.7,3/21/14,I
4514,12/23/13,10.63,1/9/14,F
4092,12/23/13,27.44,1/25/15,G
2461,12/23/13,88.84,11/12/14,A
5398,12/23/13,15.23,8/1/13,B
4390,12/23/13,68.01,9/17/13,S
4390,12/23/13,14.65,9/17/13,S
4992,12/23/13,13.93,12/23/13,C
5739,12/23/13,29.5,12/23/13,P
4580,12/23/13,38.51,9/2/13,C
5060,12/23/13,10.24,9/2/13,B
5388,12/23/13,42.61,10/11/13,L
5388,12/23/13,38.52,10/11/13,L
4858,12/23/13,69.24,9/2/13,P
4390,12/23/13,9.09,9/17/13,S
5038,12/23/13,27.21,1/9/14,B
6075,12/23/13,58.68,11/25/13,O
4701,12/23/13,10.65,1/9/14,G
4364,12/23/13,46.71,12/3/13,G
5657,12/23/13,19.18,3/21/14,D
5469,12/23/13,40.56,1/9/14,C
5128,12/23/13,66.54,6/22/13,A
5272,12/23/13,62.54,6/19/14,G
4390,12/23/13,32.84,9/17/13,S
6366,12/23/13,34.42,10/11/13,O
6445,12/23/13,64.98,12/23/13,I
4390,12/23/13,74.9,9/17/13,S
4940,12/23/13,41.05,9/2/13,O
6478,12/23/13,57.78,12/23/13,G
4648,12/23/13,36.88,1/9/14,C
6455,12/23/13,17.04,1/9/14,G
5382,12/23/13,63.42,11/8/14,F
4495,12/23/13,72.94,1/9/14,G
5388,12/23/13,23.18,10/11/13,L
6740,12/23/13,25,1/9/14,O
6314,12/23/13,64.41,1/9/14,I
5038,12/23/13,10.57,1/9/14,B
5099,12/23/13,18.43,12/3/13,D
5562,12/23/13,11.47,1/9/14,B
5038,12/23/13,43.64,1/9/14,B
5764,12/23/13,70.29,9/2/13,C
4390,12/23/13,11.88,9/17/13,S
7205,12/23/13,114.11,12/23/13,D
4850,12/23/13,12.21,11/28/13,G
7217,12/23/13,8.19,9/17/09,G
5038,12/23/13,84.49,1/9/14,B
4390,12/23/13,19.01,9/17/13,S
5795,12/23/13,42.61,1/9/14,G
5038,12/23/13,92.37,1/9/14,B
4878,12/23/13,70.39,1/9/14,E
5038,12/23/13,86.47,1/9/14,B
7806,12/23/13,65.38,10/25/08,C
7948,12/23/13,32.78,5/5/10,O
4574,12/23/13,118.01,8/21/13,P
5235,12/23/13,76.63,11/12/14,G
8015,12/23/13,16.39,1/9/14,I
8142,12/23/13,24.17,12/6/08,B
5038,12/23/13,12.69,1/9/14,B
8185,12/23/13,24.17,12/23/13,I
7368,12/23/13,43.85,11/11/14,S
5562,12/23/13,15.54,1/9/14,B
8354,12/23/13,42.61,2/15/10,O
5274,12/23/13,228.73,1/2/06,B
8423,12/23/13,59.41,2/23/13,I
4498,12/23/13,9.16,3/21/14,P
8555,12/23/13,30.68,2/19/13,Q
5889,12/23/13,10.13,10/20/13,M
7030,12/23/13,28.82,5/17/12,P
7946,12/23/13,20.07,3/19/10,G
5038,12/23/13,20.07,1/9/14,B
6691,12/23/13,64.34,4/14/12,D
8256,12/23/13,49.66,3/9/13,P
7217,12/23/13,57.78,9/17/09,G
8897,12/23/13,49.99,5/22/12,P
7306,12/23/13,10.07,11/11/14,P
7217,12/23/13,9,9/17/09,G
7622,12/23/13,44.58,11/12/14,G
5274,12/23/13,37.19,1/2/06,B
9244,12/23/13,23.25,6/21/11,T
6691,12/23/13,18.84,4/14/12,D
8309,12/23/13,4.09,10/20/09,G
9333,12/23/13,104.66,2/8/07,P
9050,12/23/13,27.85,2/2/13,O
6744,12/23/13,59.83,9/9/03,G
9428,12/23/13,12.29,6/27/06,C
9440,12/23/13,44.26,3/21/14,S
9444,12/23/13,26.22,2/20/13,C
7323,12/23/13,14.98,7/13/12,M
5281,12/23/13,22.94,1/9/14,H
9540,12/23/13,43.02,11/7/12,A
7118,12/23/13,34.73,7/3/07,F
5274,12/23/13,65.29,1/2/06,B
5867,12/23/13,168.32,11/11/14,S
9716,12/23/13,20.48,5/2/12,C
9618,12/23/13,44.44,5/11/13,B
9050,12/23/13,7.89,2/2/13,O
5698,12/23/13,30.31,10/23/13,K
8897,12/23/13,31.95,5/22/12,P
7323,12/23/13,78.69,7/13/12,M
9948,12/23/13,44.24,12/6/11,C
8597,12/23/13,7.52,10/9/12,O
14,12/24/13,74.41,6/24/04,F
275,12/24/13,82.33,5/16/03,B
202,12/24/13,58.31,1/25/03,B
140,12/24/13,49.1,1/15/09,M
529,12/24/13,2.87,1/1/01,B
42,12/24/13,26.88,2/20/10,B
385,12/24/13,68.72,5/13/02,B
763,12/24/13,89.05,12/22/10,B
96,12/24/13,121.92,1/11/08,M
149,12/24/13,28.03,1/1/01,B
191,12/24/13,10.38,1/1/01,B
582,12/24/13,4.92,10/12/07,B
336,12/24/13,34,5/28/10,N
364,12/24/13,30.65,1/1/01,B
211,12/24/13,6.4,6/19/07,F
20,12/24/13,40.9,11/3/09,B
16,12/24/13,14.67,1/1/01,B
96,12/24/13,38.25,1/11/08,M
364,12/24/13,25.03,1/1/01,B
200,12/24/13,30.89,9/20/07,J
1182,12/24/13,48.28,8/27/10,B
1039,12/24/13,47.46,2/19/11,E
1359,12/24/13,27.7,10/3/09,D
364,12/24/13,81.38,1/1/01,B
1567,12/24/13,10.57,6/18/10,B
460,12/24/13,64.51,6/29/10,H
318,12/24/13,4.84,12/15/09,D
954,12/24/13,84.14,12/24/13,H
318,12/24/13,9.68,12/15/09,D
4,12/24/13,50.09,7/28/11,B
2259,12/24/13,67.13,6/10/12,C
1567,12/24/13,104.8,6/18/10,B
1974,12/24/13,57.42,12/22/10,H
3100,12/24/13,95.82,11/16/02,C
629,12/24/13,53.17,7/2/13,N
2218,12/24/13,32.53,6/1/13,G
629,12/24/13,34.74,7/2/13,N
2254,12/24/13,49.1,12/24/13,I
3436,12/24/13,12.29,6/10/13,C
3522,12/24/13,66.59,12/24/13,B
2254,12/24/13,80.86,12/24/13,I
1693,12/24/13,52.45,6/5/13,S
2983,12/24/13,46.13,7/1/13,C
1693,12/24/13,112.11,6/5/13,S
2591,12/24/13,14.29,3/11/06,C
1693,12/24/13,104.91,6/5/13,S
3782,12/24/13,31.55,7/1/13,F
1693,12/24/13,41.68,6/5/13,S
1693,12/24/13,20.07,6/5/13,S
4045,12/24/13,36.04,8/1/13,C
1693,12/24/13,28.68,6/5/13,S
629,12/24/13,64.54,7/2/13,N
3649,12/24/13,8.66,11/19/13,C
4119,12/24/13,6.55,12/24/13,G
3238,12/24/13,26.62,7/1/13,Q
1512,12/24/13,85.48,7/2/13,C
2544,12/24/13,54.69,7/1/13,F
3478,12/24/13,39.75,7/2/13,I
1693,12/24/13,34.74,6/5/13,S
3478,12/24/13,13.68,7/2/13,I
4217,12/24/13,52.45,11/4/13,G
1693,12/24/13,43.26,6/5/13,S
4366,12/24/13,42.2,8/21/13,G
4281,12/24/13,37.2,11/4/13,G
3567,12/24/13,32.78,7/25/13,A
1870,12/24/13,22.87,12/13/14,C
2798,12/24/13,15.16,9/2/13,A
4524,12/24/13,8.11,3/21/14,M
3083,12/24/13,35.4,1/20/15,S
1693,12/24/13,52.86,6/5/13,S
4547,12/24/13,35.24,12/24/13,G
1693,12/24/13,27.45,6/5/13,S
2363,12/24/13,29.5,11/28/13,K
3038,12/24/13,27.66,6/14/13,C
1452,12/24/13,40.16,6/5/13,M
2597,12/24/13,7.37,7/2/13,L
4037,12/24/13,36.88,7/2/13,M
3226,12/24/13,47.19,7/1/13,K
4883,12/24/13,37.3,12/24/13,P
4593,12/24/13,16.05,9/17/13,L
3649,12/24/13,30.67,11/19/13,C
4803,12/24/13,85.95,1/9/14,G
